Fecha|NúmeroTicket|Codigo|Cantidad|Precio
16/3/2023|91231|901|7|23.1599998474121
27/11/2023|86156|770|5|83.4899978637695
27/11/2023|86156|196|4|32.6199989318848
27/11/2023|86156|153|5|61.9799995422363
27/11/2023|86156|206|1|69.25
27/11/2023|86156|184|6|99.1399993896484
13/12/2022|10361|753|3|89.129997253418
13/12/2022|10361|177|9|10.8800001144409
13/12/2022|10361|152|1|37.7400016784668
13/12/2022|10361|980|2|87.2099990844727
13/12/2022|10361|730|6|14.5
10/7/2022|12542|792|8|33.2700004577637
10/7/2022|12542|556|5|80.3300018310547
10/7/2022|12542|204|6|20.7600002288818
10/7/2022|12542|574|4|34.4199981689453
10/7/2022|12542|426|6|57.2999992370605
10/7/2022|12542|548|1|20.6499996185303
10/7/2022|12542|934|10|99.2600021362305
10/7/2022|12542|410|9|80.5299987792969
10/7/2022|12542|259|10|17.4500007629395
25/5/2023|11528|111|7|10.9700002670288
25/5/2023|11528|399|3|55.9000015258789
25/5/2023|11528|296|4|80.7900009155273
25/5/2023|11528|376|4|40.0999984741211
9/9/2023|46863|407|7|95.0299987792969
9/9/2023|46863|517|7|22.3299999237061
9/9/2023|46863|749|6|45.6500015258789
9/9/2023|46863|284|10|66.75
9/9/2023|46863|282|9|36.810001373291
9/9/2023|46863|295|1|98.4000015258789
9/9/2023|46863|581|8|60.5699996948242
9/9/2023|46863|509|3|79.3600006103516
20/9/2023|18383|74|5|45.1399993896484
20/9/2023|18383|500|7|40.689998626709
20/9/2023|18383|985|10|59.1399993896484
20/9/2023|18383|616|6|8.92000007629395
20/9/2023|18383|284|2|1.87999999523163
20/9/2023|18383|421|2|54.8400001525879
14/2/2023|80290|59|5|31.1800003051758
19/3/2023|56592|910|4|77.0100021362305
19/3/2023|56592|432|6|73.25
19/3/2023|56592|60|2|24.3299999237061
19/3/2023|56592|952|8|34.5299987792969
19/3/2023|56592|792|7|3.53999996185303
19/3/2023|56592|484|8|20.6499996185303
18/3/2023|91799|15|7|66.1900024414063
18/3/2023|91799|10|10|95.3600006103516
18/3/2023|91799|294|1|58.25
18/3/2023|91799|41|9|5.46000003814697
18/3/2023|91799|315|6|41.2400016784668
18/3/2023|91799|734|6|45.0999984741211
18/3/2023|91799|75|4|40.8800010681152
18/3/2023|91799|764|6|58.0400009155273
18/3/2023|91799|808|7|41.689998626709
18/3/2023|91799|722|8|69.3399963378906
20/6/2023|27307|249|1|95.0400009155273
20/6/2023|27307|220|9|18.4200000762939
20/6/2023|27307|926|3|25.75
20/6/2023|27307|715|3|66.4899978637695
20/6/2023|27307|759|8|30.8500003814697
20/6/2023|27307|719|9|89.5999984741211
20/6/2023|27307|357|3|55.3300018310547
20/6/2023|27307|205|4|57.9000015258789
7/4/2023|22549|839|7|64.0899963378906
9/11/2022|26839|770|10|38.060001373291
9/11/2022|26839|548|5|67.3899993896484
9/11/2022|26839|648|1|89.9499969482422
9/11/2022|26839|118|4|42.5499992370605
9/11/2022|26839|359|8|41.2000007629395
2/7/2023|49292|174|6|27.8099994659424
2/7/2023|49292|979|1|28.3600006103516
2/7/2023|49292|307|7|85.2300033569336
2/7/2023|49292|796|4|17.4400005340576
2/7/2023|49292|73|4|49.3400001525879
2/7/2023|49292|598|5|3.02999997138977
2/7/2023|49292|136|4|32.7000007629395
2/7/2023|49292|628|8|96.3600006103516
30/8/2023|59861|902|2|31.8600006103516
30/8/2023|59861|598|7|76.6999969482422
30/8/2023|59861|688|8|76.0500030517578
30/8/2023|59861|550|3|50.9099998474121
30/8/2023|59861|282|6|41.5800018310547
30/8/2023|59861|972|4|51.8699989318848
30/8/2023|59861|466|6|3.20000004768372
5/10/2022|22391|199|2|37.5400009155273
5/10/2022|22391|616|1|70.2399978637695
5/10/2022|22391|421|5|33.5999984741211
5/10/2022|22391|214|8|4.3899998664856
5/10/2022|22391|44|9|45.8699989318848
5/10/2022|22391|756|8|82.2600021362305
5/10/2022|22391|469|3|86.8000030517578
30/8/2023|46936|250|4|80.6999969482422
30/8/2023|46936|539|6|62.6699981689453
30/8/2023|46936|712|1|25.7999992370605
30/8/2023|46936|276|1|96.0599975585938
30/8/2023|46936|648|4|36.3499984741211
30/9/2022|39416|424|3|61.75
30/9/2022|39416|687|3|58.9900016784668
30/9/2022|39416|79|7|4.46999979019165
24/4/2022|32160|288|6|83.6399993896484
24/4/2022|32160|527|9|38.75
24/4/2022|32160|251|1|16.2800006866455
24/4/2022|32160|982|7|31.1900005340576
27/6/2022|89073|607|6|61.0200004577637
27/6/2022|89073|851|7|9.76000022888184
17/10/2022|84052|397|7|83.4400024414063
17/10/2022|84052|836|5|21.8799991607666
17/10/2022|84052|900|8|21.7700004577637
20/12/2023|96915|651|6|45.6699981689453
20/12/2023|96915|644|2|61.2700004577637
20/12/2023|96915|368|9|5.30999994277954
20/12/2023|96915|55|6|37.5
20/12/2023|96915|298|5|96.8399963378906
20/12/2023|96915|651|1|61.4000015258789
20/12/2023|96915|30|6|71.6900024414063
20/12/2023|96915|982|4|29.1100006103516
20/12/2023|96915|322|4|35.4000015258789
24/6/2022|63355|576|3|57.689998626709
24/6/2022|63355|932|10|25
24/6/2022|63355|770|9|40.7700004577637
24/6/2022|63355|494|7|49.8499984741211
24/6/2022|63355|970|2|17.7600002288818
24/6/2022|63355|682|6|10.960000038147
24/6/2022|63355|739|7|78.0100021362305
24/6/2022|63355|83|5|49.9700012207031
26/2/2023|15370|147|2|31.4599990844727
26/2/2023|15370|605|10|27.5
26/2/2023|15370|471|5|6.32000017166138
26/2/2023|15370|438|5|94.5100021362305
26/2/2023|15370|174|3|50.6100006103516
10/9/2022|56165|68|3|64.1100006103516
10/9/2022|56165|547|4|88.1699981689453
10/9/2022|56165|595|5|38.0800018310547
10/9/2022|56165|110|1|14.5799999237061
18/4/2022|78411|43|2|69.2600021362305
18/4/2022|78411|518|9|80.0500030517578
18/4/2022|78411|525|10|6.80999994277954
4/4/2023|39641|403|7|38.439998626709
4/4/2023|39641|876|3|15.1300001144409
4/4/2023|39641|609|5|54.9199981689453
19/6/2023|21098|784|1|92.1600036621094
19/6/2023|21098|227|3|95.3099975585938
19/6/2023|21098|418|2|36.2700004577637
19/6/2023|21098|980|4|57.9000015258789
22/1/2023|22068|793|1|71.9199981689453
22/1/2023|22068|943|3|46.6800003051758
22/1/2023|22068|397|8|23.2000007629395
22/1/2023|22068|552|7|46.1699981689453
22/1/2023|22068|767|7|6.51999998092651
22/1/2023|22068|101|2|5.13000011444092
22/1/2023|22068|958|6|22.6100006103516
22/1/2023|22068|891|4|48.0699996948242
22/1/2023|22068|850|3|6.8600001335144
10/4/2022|96780|997|9|23.9099998474121
10/4/2022|96780|627|7|97.0699996948242
10/4/2022|96780|57|5|87.8300018310547
10/4/2022|96780|250|2|60.7999992370605
10/4/2022|96780|529|4|91.8399963378906
10/4/2022|96780|960|6|76.4599990844727
10/4/2022|96780|757|5|57.3800010681152
10/4/2022|96780|46|5|3.85999989509583
10/4/2022|96780|416|4|36.5400009155273
8/4/2023|26176|971|2|27.4699993133545
8/4/2023|26176|805|1|71
8/4/2023|26176|791|3|87.0199966430664
8/4/2023|26176|272|10|46.2999992370605
8/4/2023|26176|924|10|50.0099983215332
10/10/2023|61524|727|9|89.5500030517578
10/10/2023|61524|775|2|66.6600036621094
10/10/2023|61524|834|10|77.7600021362305
10/10/2023|61524|474|8|73.7799987792969
10/10/2023|61524|165|6|31.1499996185303
10/12/2022|90482|966|4|50.310001373291
10/12/2022|90482|447|10|77.9100036621094
10/12/2022|90482|79|4|87.9800033569336
10/12/2022|90482|862|6|80.9599990844727
10/12/2022|90482|924|8|5.03000020980835
10/12/2022|90482|229|9|27.4799995422363
10/12/2022|90482|904|1|98.7900009155273
10/12/2022|90482|540|3|34.310001373291
10/12/2022|90482|202|3|12.9399995803833
20/3/2023|62749|201|1|63.4000015258789
20/3/2023|62749|286|5|83.3499984741211
20/3/2023|62749|975|4|39.7099990844727
20/3/2023|62749|806|8|60.7700004577637
20/3/2023|62749|586|4|66.0699996948242
20/3/2023|62749|59|6|84.0199966430664
20/3/2023|62749|152|1|31.5900001525879
20/3/2023|62749|424|5|85.6399993896484
20/3/2023|62749|898|1|23.9899997711182
10/2/2022|80234|670|2|26.2900009155273
9/9/2023|28915|620|6|60.6699981689453
9/9/2023|28915|943|2|38.2599983215332
9/9/2023|28915|40|4|89.0100021362305
29/12/2022|46664|555|3|4.44999980926514
29/12/2022|46664|470|9|54.560001373291
29/12/2022|46664|148|4|73.3099975585938
29/12/2022|46664|211|3|32.3199996948242
29/12/2022|46664|742|5|11.8400001525879
29/12/2022|46664|825|5|57.3300018310547
29/12/2022|46664|294|8|7.05000019073486
29/12/2022|46664|503|7|68.8399963378906
29/12/2022|46664|634|4|16.0599994659424
29/12/2022|46664|370|10|81.4899978637695
2/5/2022|54925|841|8|29.4599990844727
6/11/2022|56284|977|7|9.34000015258789
26/7/2023|13974|689|10|68.7900009155273
26/7/2023|13974|175|2|96.6699981689453
26/7/2023|13974|886|7|12.7200002670288
26/7/2023|13974|270|2|3.15000009536743
26/7/2023|13974|902|4|23.9599990844727
26/7/2023|13974|831|8|8.6899995803833
26/7/2023|13974|813|9|20.2199993133545
26/7/2023|13974|624|2|7.57000017166138
26/7/2023|13974|462|7|94.3000030517578
26/7/2023|13974|298|2|60.6800003051758
2/7/2022|38162|957|1|73.379997253418
11/11/2022|51361|412|9|70.6800003051758
11/11/2022|51361|387|4|23.7099990844727
11/11/2022|51361|70|3|79.0199966430664
11/11/2022|51361|333|9|42
11/11/2022|51361|699|10|49.0499992370605
3/9/2023|40594|511|10|78.8499984741211
3/9/2023|40594|346|7|96.25
30/9/2022|37320|894|8|11.3599996566772
30/9/2022|37320|622|10|89.0100021362305
30/9/2022|37320|328|8|53.8300018310547
27/8/2023|23793|544|5|7.1399998664856
27/8/2023|23793|836|1|98.4199981689453
27/8/2023|23793|657|1|95.4199981689453
27/8/2023|23793|385|2|49.2799987792969
27/8/2023|23793|170|10|82.5400009155273
27/8/2023|23793|223|7|4.67999982833862
27/8/2023|23793|491|10|67.0400009155273
27/8/2023|23793|14|1|95.5800018310547
5/6/2022|90365|288|2|75.0100021362305
5/6/2022|90365|256|9|34.7299995422363
5/6/2022|90365|859|9|41.5699996948242
5/6/2022|90365|190|6|94.4300003051758
5/6/2022|90365|18|3|32.2200012207031
17/3/2023|44101|712|8|18.4899997711182
17/3/2023|44101|247|1|19.8199996948242
17/3/2023|44101|178|10|65.5999984741211
17/3/2023|44101|272|10|25.6399993896484
17/3/2023|44101|759|8|38.9199981689453
17/3/2023|44101|571|2|12.0100002288818
17/3/2023|44101|857|3|66.9100036621094
8/12/2022|60954|256|1|95.25
8/12/2022|60954|853|1|8.07999992370605
8/12/2022|60954|269|8|91.25
10/2/2022|63827|446|9|83.0699996948242
10/2/2022|63827|71|9|58.0900001525879
10/2/2022|63827|793|6|43.060001373291
10/2/2022|63827|142|10|67.2600021362305
10/2/2022|63827|734|7|49.6399993896484
25/12/2023|86781|277|7|87.0400009155273
25/12/2023|86781|395|8|9.75
30/3/2023|19678|88|4|63.2900009155273
30/3/2023|19678|580|6|84.0800018310547
30/3/2023|19678|211|10|14.8299999237061
30/3/2023|19678|811|8|32.0200004577637
30/3/2023|19678|778|9|38.2400016784668
30/3/2023|19678|371|6|52.1699981689453
30/3/2023|19678|587|5|77.4499969482422
29/8/2022|33635|159|3|16.0300006866455
29/8/2022|33635|177|3|52.4000015258789
29/8/2022|33635|395|10|29.7600002288818
29/8/2022|33635|232|7|69.2900009155273
29/8/2022|33635|49|4|94.4899978637695
29/8/2022|33635|675|3|99.8499984741211
29/8/2022|33635|366|4|45.7900009155273
29/8/2022|33635|256|8|87.2600021362305
29/8/2022|33635|465|8|12.5500001907349
28/5/2022|32043|328|1|71.1699981689453
28/5/2022|32043|317|3|14.8999996185303
28/5/2022|32043|478|4|92.4400024414063
28/5/2022|32043|764|1|7.38000011444092
28/5/2022|32043|687|7|77.7900009155273
28/5/2022|32043|760|5|17.3500003814697
28/5/2022|32043|325|10|6.90000009536743
28/5/2022|32043|650|3|16.0900001525879
28/5/2022|32043|164|9|43.5099983215332
28/5/2022|32043|467|10|98.9000015258789
13/11/2022|78953|166|3|66.120002746582
13/11/2022|78953|774|10|56.810001373291
13/11/2022|78953|278|4|76.4199981689453
13/11/2022|78953|699|3|60.9599990844727
13/11/2022|78953|960|2|81.6600036621094
13/11/2022|78953|69|7|46.5299987792969
13/11/2022|78953|660|1|77.8600006103516
13/11/2022|78953|9|5|53.1300010681152
25/3/2023|87722|614|3|36.5099983215332
25/3/2023|87722|637|6|65.5999984741211
25/3/2023|87722|689|2|94.3899993896484
25/3/2023|87722|944|8|14.9799995422363
10/8/2022|75343|952|10|84.9599990844727
10/8/2022|75343|190|10|92.7099990844727
10/8/2022|75343|793|2|72.9800033569336
15/11/2023|51332|497|2|37.5699996948242
15/11/2023|51332|36|6|34.689998626709
15/11/2023|51332|78|8|23.7999992370605
15/11/2023|51332|836|1|20.2199993133545
15/11/2023|51332|978|8|79.8899993896484
15/11/2023|51332|682|5|27.7099990844727
15/11/2023|51332|340|1|24.1299991607666
15/11/2023|51332|331|5|64.1600036621094
15/11/2023|51332|842|5|46.5800018310547
15/11/2023|51332|623|5|67.1600036621094
1/1/2024|13413|611|1|16.9500007629395
1/1/2024|13413|448|5|98.9499969482422
1/1/2024|13413|752|6|28.5900001525879
1/1/2024|13413|848|9|32.5299987792969
1/1/2024|13413|513|9|21
1/1/2024|13413|487|9|98.4300003051758
24/1/2022|97484|206|3|44.3199996948242
24/1/2022|97484|282|7|96.5199966430664
24/1/2022|97484|655|2|4.98000001907349
24/1/2022|97484|55|9|48.6100006103516
24/1/2022|97484|110|5|9.88000011444092
24/1/2022|97484|54|4|96.2799987792969
24/1/2022|97484|575|10|0.509999990463257
24/1/2022|97484|748|7|38.8899993896484
24/1/2022|97484|164|6|66.8499984741211
6/6/2022|63399|967|6|37.3699989318848
6/6/2022|63399|137|7|73.870002746582
6/6/2022|63399|874|8|81.8899993896484
6/6/2022|63399|273|7|45.25
6/6/2022|63399|74|6|11.7399997711182
6/6/2022|63399|254|10|87.8099975585938
6/6/2022|63399|199|6|86.5699996948242
6/6/2022|63399|309|3|4.73999977111816
6/6/2022|63399|330|5|62.0999984741211
1/10/2022|94207|342|1|38.3600006103516
1/10/2022|94207|249|6|93.4199981689453
1/10/2022|94207|284|5|92.629997253418
1/10/2022|94207|935|8|48.2400016784668
1/10/2022|94207|801|4|6.53999996185303
1/10/2022|94207|703|1|21.9599990844727
1/10/2022|94207|770|4|21.6900005340576
1/10/2022|94207|279|4|48.4799995422363
8/12/2023|69840|330|5|86.6600036621094
8/12/2023|69840|331|6|55.2299995422363
8/12/2023|69840|877|1|44.5400009155273
8/12/2023|69840|162|6|18.9099998474121
8/12/2023|69840|69|7|99.1699981689453
8/12/2023|69840|890|10|85.2399978637695
8/12/2023|69840|384|10|84.0599975585938
8/12/2023|69840|453|4|84.1800003051758
8/12/2023|69840|628|9|41.1300010681152
12/4/2022|70248|306|1|58.9000015258789
12/4/2022|70248|680|4|54.8800010681152
1/8/2022|29329|370|5|98.4000015258789
1/8/2022|29329|361|4|97.3399963378906
1/8/2022|29329|264|3|23.4300003051758
1/8/2022|29329|523|7|93.3000030517578
1/8/2022|29329|583|5|31.6399993896484
13/5/2022|17859|452|5|34.7000007629395
13/5/2022|17859|965|1|59.1100006103516
13/5/2022|17859|470|3|33.3899993896484
13/5/2022|17859|708|9|88.4499969482422
13/5/2022|17859|112|3|46.9500007629395
13/5/2022|17859|158|2|49.9599990844727
13/5/2022|17859|681|9|77.370002746582
13/5/2022|17859|231|1|59.5200004577637
13/5/2022|17859|781|10|17.7199993133545
20/3/2023|69211|527|6|38.9799995422363
20/3/2023|69211|816|5|90.370002746582
20/3/2023|69211|963|7|14.8400001525879
20/3/2023|69211|944|9|38.2000007629395
20/3/2023|69211|403|10|68.6900024414063
20/3/2023|69211|382|6|49.2200012207031
20/3/2023|69211|673|8|52.310001373291
20/3/2023|69211|650|1|88.8499984741211
20/3/2023|69211|457|4|90.5199966430664
20/3/2023|69211|465|6|18.8500003814697
18/2/2023|31223|54|8|55.439998626709
18/2/2023|31223|516|5|25.4699993133545
18/2/2023|31223|331|7|63.7999992370605
18/2/2023|31223|335|9|25.9300003051758
18/2/2023|31223|810|2|35.7400016784668
18/2/2023|31223|254|6|39.9199981689453
14/10/2023|39490|305|1|94.4899978637695
14/10/2023|39490|930|1|19.4099998474121
14/10/2023|39490|616|3|19.1299991607666
7/4/2023|55462|681|2|15.0900001525879
7/4/2023|55462|25|2|17.7000007629395
7/4/2023|55462|489|3|65.6399993896484
20/6/2023|51887|994|8|46.7700004577637
20/6/2023|51887|780|2|18.1299991607666
20/6/2023|51887|626|2|22.6900005340576
20/6/2023|51887|477|9|10.3800001144409
11/6/2023|84034|696|2|64.1900024414063
11/6/2023|84034|813|9|22.7000007629395
11/6/2023|84034|831|9|13.6300001144409
11/6/2023|84034|84|1|24.4899997711182
16/6/2022|16567|296|5|60.7000007629395
16/6/2022|16567|455|1|8.3100004196167
16/6/2022|16567|581|6|91.4100036621094
16/6/2022|16567|242|5|99.9499969482422
16/6/2022|16567|452|4|92.7099990844727
16/6/2022|16567|768|5|12.3599996566772
22/6/2022|82336|50|3|23.5799999237061
17/10/2022|73644|791|9|62.9599990844727
17/10/2022|73644|975|8|26.8999996185303
17/10/2022|73644|596|4|95.0599975585938
17/10/2022|73644|714|10|33.810001373291
17/10/2022|73644|509|2|8.69999980926514
17/10/2022|73644|341|3|91.9400024414063
20/9/2023|29100|768|4|96.1100006103516
19/4/2023|52833|729|3|74.6100006103516
19/4/2023|52833|705|2|14.8900003433228
19/4/2023|52833|483|3|30.7299995422363
11/10/2023|71102|334|9|34.7099990844727
11/10/2023|71102|830|9|82.3300018310547
11/10/2023|71102|712|9|50.4500007629395
11/10/2023|71102|644|4|10.1899995803833
11/10/2023|71102|771|3|6.36999988555908
11/10/2023|71102|35|4|70.1500015258789
11/10/2023|71102|720|5|44.7299995422363
26/10/2022|81452|372|6|8.96000003814697
26/10/2022|81452|438|6|36.3600006103516
26/10/2022|81452|605|7|53.1100006103516
26/10/2022|81452|66|7|31.1900005340576
26/10/2022|81452|730|7|83.0599975585938
26/10/2022|81452|66|7|66.8300018310547
26/10/2022|81452|967|10|63.6699981689453
26/10/2022|81452|760|6|23.9599990844727
24/3/2023|54984|336|4|29.9300003051758
24/3/2023|54984|838|5|36.4599990844727
24/3/2023|54984|656|1|65.7600021362305
24/3/2023|54984|441|8|4.6399998664856
24/3/2023|54984|792|5|56.2599983215332
24/3/2023|54984|843|6|51.9500007629395
28/9/2023|43390|717|2|12.6599998474121
28/9/2023|43390|89|3|43.2799987792969
23/9/2022|66783|969|6|97.620002746582
23/9/2022|66783|441|6|60.1199989318848
23/9/2022|66783|226|7|85.0599975585938
23/9/2022|66783|544|4|0.529999971389771
23/9/2022|66783|817|2|45.7200012207031
23/9/2022|66783|473|8|7.63000011444092
23/9/2022|66783|30|3|26.9300003051758
23/9/2022|66783|534|4|82.5400009155273
23/9/2022|66783|699|1|68.3199996948242
28/6/2022|52034|894|9|45.1800003051758
28/6/2022|52034|344|3|76.9400024414063
28/6/2022|52034|174|9|41.7700004577637
28/6/2022|52034|171|4|65.1399993896484
28/6/2022|52034|756|1|51.7400016784668
28/6/2022|52034|922|9|67.8199996948242
28/6/2022|52034|182|10|27.25
28/6/2022|52034|965|9|74.1600036621094
16/2/2022|40398|97|1|75.2799987792969
16/2/2022|40398|910|7|13.0200004577637
16/2/2022|40398|668|10|78.1100006103516
1/7/2022|66572|500|1|78.9100036621094
1/7/2022|66572|894|6|81.5699996948242
1/7/2022|66572|579|7|6.05000019073486
1/7/2022|66572|618|2|53.7099990844727
1/7/2022|66572|735|3|66.1999969482422
1/7/2022|66572|385|10|1.80999994277954
19/8/2023|79754|278|3|9.78999996185303
19/8/2023|79754|801|7|5.98999977111816
19/8/2023|79754|952|8|46.2700004577637
19/8/2023|79754|659|8|18.5200004577637
19/8/2023|79754|805|2|62.5699996948242
19/8/2023|79754|766|6|46.9199981689453
25/9/2022|41219|756|8|62.4099998474121
25/9/2022|41219|97|5|36.2900009155273
25/9/2022|41219|686|3|40.8199996948242
25/9/2022|41219|612|3|94.1600036621094
14/12/2022|78123|491|2|23.6499996185303
14/12/2022|78123|778|2|91.2099990844727
14/12/2022|78123|438|2|65.4000015258789
14/12/2022|78123|825|6|89.9000015258789
14/12/2022|78123|746|7|90.4800033569336
14/12/2022|78123|842|7|26.6900005340576
14/12/2022|78123|774|2|5.84999990463257
14/12/2022|78123|129|9|11.5600004196167
14/12/2022|78123|279|4|5.44999980926514
14/12/2022|78123|936|7|99.4199981689453
19/5/2023|71841|652|4|85.1500015258789
19/5/2023|71841|649|10|94.7600021362305
19/5/2023|71841|289|8|8.48999977111816
19/5/2023|71841|475|8|19.7700004577637
11/5/2022|30850|291|10|21.7900009155273
11/5/2022|30850|484|1|48.4500007629395
11/5/2022|30850|17|4|27.4500007629395
11/5/2022|30850|861|6|11.3900003433228
11/5/2022|30850|499|1|91.8499984741211
11/5/2022|30850|870|8|82.6500015258789
11/5/2022|30850|394|6|82.1600036621094
11/5/2022|30850|229|7|96.6600036621094
5/9/2022|69570|243|7|41.7700004577637
5/9/2022|69570|739|4|87.370002746582
5/9/2022|69570|526|10|95.9300003051758
5/9/2022|69570|751|5|94.8000030517578
5/9/2022|69570|760|9|47.1699981689453
5/9/2022|69570|352|2|97.0699996948242
5/9/2022|69570|484|7|8.17000007629395
5/9/2022|69570|45|9|39.939998626709
5/9/2022|69570|115|3|59.4000015258789
16/12/2023|15012|677|5|80.1100006103516
7/2/2023|21362|959|5|51.6100006103516
7/2/2023|21362|809|6|76.370002746582
7/2/2023|21362|65|3|42.1599998474121
7/2/2023|21362|107|1|45.939998626709
1/8/2023|61773|561|5|61.0400009155273
8/5/2022|81519|115|7|21.9799995422363
8/5/2022|81519|798|10|47.0800018310547
8/5/2022|81519|366|9|89.7300033569336
8/5/2022|81519|244|10|67.3300018310547
8/5/2022|81519|31|5|94.879997253418
8/5/2022|81519|183|1|70.5599975585938
8/5/2022|81519|738|7|51.6500015258789
16/4/2023|38400|470|7|73.8399963378906
16/4/2023|38400|433|2|36.2900009155273
16/4/2023|38400|264|3|14.6499996185303
16/4/2023|38400|993|9|41.4300003051758
16/4/2023|38400|16|8|77.1399993896484
16/4/2023|38400|70|8|56.9500007629395
16/4/2023|38400|462|1|67.3600006103516
16/4/2023|38400|128|7|5.05999994277954
16/4/2023|38400|709|5|86.8300018310547
7/5/2023|41583|887|3|86.4300003051758
7/5/2023|41583|491|5|61.2999992370605
7/5/2023|41583|776|6|28.4200000762939
26/8/2022|50377|497|4|28.6399993896484
26/8/2022|50377|71|2|32.6500015258789
26/8/2022|50377|617|9|75.5500030517578
26/8/2022|50377|866|7|64.4300003051758
